word,count,pos,neg
makhani,386,269,72
mtn,197,130,34
uhhhh,101,32,52
dijon,889,605,129
watch,46921,27209,11470
mesmer,314,259,19
grownup,215,158,23
reali,161,109,25
swell,293,157,79
inner,899,613,128
carlo,1843,1180,392
skirt,2472,1649,380
fli,7984,3499,3126
restaurantsth,241,153,38
sukho,234,164,25
tooo,145,79,40
mackerel,1264,875,191
spunki,109,92,9
khai,113,79,10
atmospherew,139,106,12
saag,1091,784,144
typo,215,118,60
vada,285,199,55
continent,367,213,98
beforehand,1496,840,354
sprawl,295,188,48
connecticut,214,150,31
regularli,6067,4325,869
indian,26017,18005,4265
smoothi,10356,6630,2240
name,59228,36370,14215
savori,10715,8868,539
kanpachi,109,98,5
compil,122,80,23
notebook,111,70,25
rug,278,140,81
tub,1412,721,442
snd,174,116,39
sherbet,212,147,20
frantic,432,166,184
concoct,3089,2168,439
escarol,162,117,22
farmer,2248,1739,249
steel,1676,1017,339
giada,1250,697,344
destihl,128,74,27
shortrib,576,399,67
long,117484,62149,34350
southeast,542,415,53
onetim,232,92,79
director,252,143,78
canadian,3780,2425,615
zapata,128,84,25
full,89747,59622,16521
atroci,1338,157,1011
bestth,329,191,80
spontan,562,402,68
evan,583,277,205
afghani,256,205,20
scour,240,155,44
highclass,115,75,18
wreak,107,35,51
kushi,181,140,13
subscrib,112,66,24
saga,128,48,54
pulao,106,69,21
catastroph,104,28,59
gist,133,65,30
friendlyfood,117,75,13
monitor,585,286,195
reallllli,101,52,23
muddl,633,391,115
lavo,606,349,119
meatloaf,4079,2691,683
firsthand,110,66,29
peski,129,64,36
bio,139,114,13
defalco,234,196,19
katsudon,126,63,27
preced,369,175,132
sculptur,392,291,35
bn,135,82,21
riski,218,133,51
ceasar,1827,1092,389
arkansa,108,75,22
pounder,323,135,115
misguid,102,37,47
packag,5458,2831,1713
coincid,530,263,173
gegrillt,170,113,32
musashi,145,111,13
matzo,612,387,113
pinkish,123,47,51
shellfish,1280,848,224
disagre,1426,801,366
mto,264,193,38
cozi,16989,14018,812
biggi,1243,601,376
em,3283,2258,482
fivestar,611,486,56
generos,233,171,37
hunger,2872,1609,696
im,271950,163683,60998
uncal,233,27,173
chit,710,334,253
redbul,142,70,47
itservic,451,271,78
moth,160,77,57
lloyd,212,139,45
shrug,1235,185,836
westlak,212,125,54
tso,2409,1455,549
faut,539,366,76
supplement,516,346,83
few,1969,1302,354
guiness,396,251,70
biscuit,15149,9584,2868
stench,364,68,240
denver,844,588,140
dvd,197,132,26
preshow,134,99,15
foi,2120,1481,274
shea,602,419,128
keiner,165,66,63
awkwardli,1128,329,506
cleanser,448,356,35
checkin,2451,1446,509
pulp,372,231,73
creamth,239,166,25
april,1580,967,407
idl,146,39,67
glazier,196,141,43
hookup,124,79,15
softserv,203,137,29
lure,1043,522,316
saimin,440,308,53
afterdinn,147,109,21
compress,168,97,34
nearbi,12469,7130,2842
dinett,135,94,17
doabl,292,177,49
vegi,509,336,89
mumbl,697,98,477
berlin,230,161,36
campbel,384,125,210
int,190,116,43
tripadvisor,119,70,31
pierr,193,155,16
deff,303,265,20
beforei,200,111,65
restraunt,525,298,167
maxwel,148,101,21
dorm,221,94,75
hlfte,158,42,78
pech,102,66,14
looov,204,174,11
restaurantscom,129,65,46
exce,487,410,37
complement,4014,3304,207
unspectacular,138,34,51
mice,103,25,65
screwdriv,125,81,21
empfehlung,375,284,54
shui,186,127,35
silverton,225,135,48
dishonest,273,15,232
flott,155,104,17
boyz,600,351,154
gyro,17489,12386,2678
soda,17028,9044,4839
vulgar,172,38,108
mistook,107,42,33
partial,2447,1244,713
yesterday,10588,5824,3243
kidfriendli,347,243,34
offset,827,494,146
soondubu,252,157,43
celeriac,116,90,9
creditdebit,167,90,45
nose,2386,1245,782
smorgasbord,197,148,18
mealthi,161,115,31
percentag,326,157,112
carbohydr,131,87,18
complimentari,11811,8277,1590
fact,40385,21131,11704
stirfri,1369,815,255
anglai,103,68,17
brake,104,57,36
orlando,256,176,43
toddi,203,168,16
bevi,217,131,43
nostalg,1081,712,153
glimps,438,285,88
comrad,107,76,20
die,58943,40408,9979
polka,249,165,25
byron,108,68,25
tix,150,99,19
carmin,328,238,61
martini,11230,7662,1822
colombia,101,87,8
librari,848,573,122
ap,274,181,41
wealth,195,144,26
teri,336,219,56
riva,110,63,20
wore,889,439,289
courier,145,87,32
vomit,1268,126,1047
effici,14066,10334,1325
hereoveral,118,67,10
thereit,240,122,68
box,25003,12249,8553
gastro,322,209,58
rote,132,74,29
slosh,154,68,47
garlici,492,352,56
offend,1473,400,851
visitth,310,204,38
feel,126606,77874,25157
deepli,660,371,220
veut,135,86,17
assi,118,55,37
spongi,672,343,207
fourtop,129,67,35
tabouli,668,504,87
beso,155,79,49
belat,242,155,42
lineth,106,49,36
smithwick,142,94,15
teen,969,498,310
shell,12494,7216,3048
locationw,104,54,25
toronto,21397,15347,3025
ness,151,123,9
duck,26605,18544,3485
scant,320,81,155
disappointingth,191,28,107
insul,159,85,43
fr,9093,5354,1993
ballet,117,78,19
insteadth,177,70,52
snobbi,1067,560,338
unfilt,172,113,38
frown,525,238,194
frach,204,158,18
faon,119,87,15
dure,914,516,224
regain,120,60,37
percept,431,199,125
harkin,234,149,54
ahwatuke,779,542,154
is,33296,19122,8251
greatli,2381,1392,594
anis,475,299,80
griddl,1138,724,215
moxi,572,233,177
avon,1296,852,200
arrabiata,186,126,35
compart,122,69,35
phoni,133,56,56
fior,142,110,14
confirm,5425,1838,2815
prosper,169,127,23
twinkl,247,204,16
flancer,150,125,15
accustom,1343,718,333
week,63187,42268,12805
doit,179,105,38
delano,123,76,19
eigentlich,1007,435,344
secur,4074,1554,1951
ammonia,101,14,73
gorgonzola,2418,1769,273
kitschi,848,520,140
tilapia,1770,1088,384
youtub,290,155,86
josh,966,808,99
suspicion,297,100,139
slimey,110,34,63
passabl,1680,298,850
recogniz,246,118,85
mealsth,138,90,20
bol,193,133,33
macho,242,155,54
mainli,5692,3114,1161
stream,1053,704,155
reviewi,494,251,141
hole,10555,7266,1909
itmi,857,517,199
lost,12278,4339,5815
bruce,285,228,38
promptli,11312,6673,2725
xo,685,485,72
bharta,116,87,15
trex,124,93,10
impress,65066,37344,14982
unlock,251,106,100
wherea,1091,603,216
canap,102,85,3
peru,332,252,37
braid,112,68,27
harder,1767,930,455
bee,1103,723,218
ga,4050,2162,1237
bestellung,606,196,276
utmost,249,182,45
how,3580,1532,1541
graphic,277,151,74
terribleth,106,8,84
trade,1914,1186,400
katz,323,216,41
disintegr,250,68,124
dwindl,205,83,66
cano,377,274,44
gout,214,115,47
grandpa,482,307,109
monica,408,289,72
foggi,107,59,23
diesem,875,469,243
partook,172,126,16
caff,568,338,121
clockwork,143,109,19
swiss,4651,2949,819
util,893,525,184
fed,3542,2156,923
karaok,3988,2616,633
ping,1011,683,153
smashburg,1228,652,270
horriblei,101,5,78
layov,745,483,143
unfreundlich,460,37,337
woman,10513,4078,4851
grin,373,258,77
pump,1666,937,398
vibrant,1576,1228,139
incur,104,42,41
andrew,833,618,119
frrrozen,132,81,27
matchstick,143,92,17
goodit,604,380,88
vgtarien,124,95,11
guzzl,154,97,24
weirdo,284,169,60
orlean,2072,1413,317
terass,211,150,28
beachwood,132,68,38
far,66920,43485,13746
contradict,158,63,57
meaning,130,68,35
hitch,244,190,23
endlessli,161,89,49
shawn,325,250,57
inventori,298,126,128
fe,763,531,115
simpler,428,269,60
gt,176,103,29
oy,159,75,52
wifi,6212,4131,931
homeland,111,91,11
fabric,371,200,94
relish,2069,1413,321
bacchan,2052,1316,331
cell,2076,772,959
kafta,472,361,68
cacao,237,179,16
thereth,1148,601,312
speedi,2176,1624,195
sparkler,202,136,26
download,437,262,125
lupe,158,98,38
propos,663,490,86
bellevu,111,68,17
begrung,151,104,25
timeservic,150,96,22
mai,7467,4336,1181
professionel,129,95,10
with,21383,12810,4990
righteou,136,92,27
tooi,1169,882,114
creator,160,119,20
nah,566,236,194
noodlesi,103,61,23
gaug,447,238,122
whose,2137,1174,615
dribbl,133,71,42
busyth,219,114,53
mir,2738,1329,843
darken,189,79,78
skull,191,126,29
shutter,170,85,59
heav,136,54,56
misstep,316,182,59
disciplin,141,83,44
coleslaw,8410,5116,1660
freshmad,178,150,9
insur,426,215,162
steami,569,379,78
pill,275,141,94
oversight,298,109,107
vera,125,88,12
robberi,256,41,158
standen,120,39,50
befindet,209,154,19
snatch,524,192,252
redicul,249,99,112
wrap,35407,22933,6532
unauthent,112,30,63
quest,1300,801,235
tast,288863,149622,84783
gochujang,163,95,21
premier,586,353,117
shareabl,704,537,56
schnen,440,288,74
drum,796,449,202
london,979,712,142
shrink,266,112,101
bolognes,2253,1497,381
deeeelici,103,87,1
struck,1296,740,320
vacay,136,100,19
dixi,285,144,89
walli,287,204,60
za,438,292,65
ali,424,289,83
lula,114,82,12
muy,855,682,104
rusti,358,206,95
garag,2622,1716,416
maultaschen,372,251,64
greektown,141,103,16
roadsid,205,125,42
prohibit,489,307,109
eerili,151,59,42
gste,1053,486,350
pregnanc,188,135,36
arthur,234,190,11
southsid,675,460,110
guest,20600,10479,7220
donc,899,564,109
herself,1074,465,449
mehth,178,30,80
rr,247,136,55
brisket,19896,13332,3307
dollop,1085,659,213
middl,22214,11956,5681
driveway,244,143,71
sodium,1210,479,420
temperatur,7063,3165,2512
feet,4948,2216,1768
natrlich,706,466,120
lemm,229,151,56
chalupa,147,67,42
stratospher,569,355,105
blogto,232,120,69
mash,20549,12957,3945
pitch,698,349,214
materi,834,412,256
peroni,225,152,33
wenigen,114,82,14
mirror,1476,887,303
redhead,139,74,39
grana,136,106,11
alchemi,166,116,28
pajama,320,224,50
daylight,257,139,56
bestimmt,233,144,43
vener,105,65,19
cod,6177,4315,859
gengend,109,72,20
darf,264,136,61
alcov,164,113,23
meservic,113,68,16
superman,124,97,14
yummyi,296,262,5
mina,861,588,141
divis,129,72,36
tendon,1790,995,345
fausto,204,131,41
eli,169,128,18
underwhelm,6257,1065,3030
treat,32851,21664,8368
pass,28474,14602,9005
fit,11510,7154,2129
wowza,180,159,8
fing,516,262,204
andouil,644,456,84
bachelorett,1497,960,295
hopper,173,138,16
hauptgericht,483,279,94
serverbartend,312,177,91
autant,200,134,31
flavorfulth,182,128,23
tiki,759,560,94
gomen,103,81,13
redneck,226,136,50
areai,384,239,68
ube,402,273,35
st,16982,10391,3817
leer,312,114,124
america,3543,2323,734
distribut,751,372,195
shirt,3560,1748,1185
agreement,317,139,114
encompass,222,164,32
defici,165,74,59
bounti,455,351,42
swap,1230,730,280
stevi,126,89,18
mystic,186,138,21
cuppa,139,108,8
zweit,418,191,121
tracker,108,40,56
bartenderwaitress,116,62,31
delta,160,100,31
gastriqu,105,83,8
onlyth,105,46,19
ironi,228,103,82
debri,266,84,141
teja,141,77,40
gruel,128,59,45
butterfing,119,68,25
bodi,3890,2267,1033
itoveral,464,278,64
mess,17197,4938,9216
fieri,1291,832,248
reyna,166,119,30
jr,1215,560,411
cashier,13685,4746,6584
stereotyp,610,326,166
ktown,174,120,16
chin,535,309,145
thit,340,210,65
hainan,283,172,47
fett,147,35,68
personi,123,80,24
vampiro,201,152,16
jalisco,173,125,38
peg,220,148,30
delmonico,865,571,164
grab,31619,18884,6771
trusti,372,271,42
seul,567,368,89
diaper,240,89,109
selfserv,713,405,134
rancho,275,172,66
warmer,2405,1309,599
proven,527,345,108
trip,38723,27839,5687
upsid,1828,793,645
strewn,239,90,96
carri,9917,5740,2506
sharabl,218,173,13
baromet,103,51,26
ni,360,170,117
made,193443,124229,41201
freunden,293,188,64
nicol,740,606,86
garb,132,83,27
nachdem,410,145,185
bezahlt,161,57,61
maria,1067,723,208
kbbq,1482,1025,203
aztec,125,82,17
appli,2320,1066,786
stndig,128,43,40
meze,185,137,14
pinot,2240,1595,315
landlord,137,86,40
player,3106,1845,658
unfresh,119,19,86
menua,110,78,15
pmi,208,118,47
paper,12637,5688,4555
groer,202,118,43
twitter,528,370,97
pescator,105,67,15
ancho,421,324,34
tandori,167,111,32
profici,149,104,18
fishcak,115,79,12
simultan,501,291,126
freei,104,67,19
outnumb,109,50,42
sushi,140565,89770,27993
saucethi,103,71,14
spars,1846,719,644
sassi,673,432,141
anomali,253,88,106
servic,598748,351276,151965
fettig,153,47,76
johnni,2086,1297,469
embrac,616,447,88
funnel,630,414,92
matr,211,117,67
christo,148,89,39
waitth,311,204,59
cardio,107,64,23
devant,182,122,35
northeast,613,490,48
hadnt,536,193,272
proposit,200,102,51
clock,1201,532,466
classic,18274,13731,1778
servir,120,50,40
km,277,146,83
bacteria,198,42,130
barber,137,100,20
cocki,194,45,111
mamma,478,345,65
flabbergast,179,55,106
kheer,226,163,35
last,117256,62431,36967
tomatillo,1027,735,126
lolo,1159,780,232
dynamit,1894,1312,280
grip,352,190,85
floortoceil,101,78,10
deepdish,126,86,19
suncoast,136,56,52
schwarma,542,416,53
leash,335,285,34
fairli,21782,11763,4148
hv,107,44,45
someplac,1671,722,639
mcdowel,406,262,97
jersey,2352,1519,519
sweeten,1982,1244,367
nasti,6823,1177,4850
lookin,329,226,45
chuy,201,121,49
mammoth,198,143,24
embassi,132,79,25
pallet,815,578,133
blaze,881,626,114
nag,150,89,32
gamut,149,98,19
manufactur,264,107,104
idol,118,77,19
unevenli,322,55,173
bethani,205,154,33
mentaiko,101,74,7
ch,147,99,27
later,45802,18054,20813
rockn,107,47,42
trap,1828,673,825
anchor,435,293,62
redid,184,101,60
robot,562,217,206
tt,591,321,127
thirteen,118,55,45
placement,390,186,112
grind,1361,895,251
info,1812,867,674
cinema,388,258,42
freakishli,104,65,19
standalon,259,164,32
middleeastern,220,132,47
cowbel,122,79,14
frighten,230,120,75
twoi,112,55,27
overabund,133,61,40
tatami,143,103,20
carpaccio,3478,2586,365
kalamata,676,484,80
mode,953,654,130
cornish,1136,883,103
disneyland,485,322,88
timo,125,106,7
ofth,168,117,28
ghetto,1487,633,577
meatless,609,404,104
vivid,126,99,16
girlfriend,17455,10445,4557
trolley,212,151,27
itselfth,109,66,22
kao,277,226,20
deliciousso,101,83,8
goth,554,350,97
haymak,136,109,17
eindeutig,101,41,35
dahi,108,74,24
chimichurri,1066,808,100
wonder,74215,58814,8947
mango,16616,11767,2033
taza,130,104,17
bad,144557,49832,61987
built,2810,1793,519
lackadais,168,33,88
dodgi,183,106,37
ruffl,141,63,44
kernel,320,196,67
teh,307,191,68
babe,414,291,65
onlyi,119,56,36
lull,178,102,38
allyoucaneat,2002,1236,371
betreten,127,63,38
bereit,528,274,152
distanc,4978,3068,1047
gehalten,130,83,17
conscienc,277,123,109
bullshit,570,153,366
barista,2738,1795,558
nugget,3128,1595,1027
jalfrezi,107,83,11
fasti,176,137,8
liciou,105,50,27
pushi,1626,878,456
goodalso,114,78,9
goldfish,159,71,56
arugula,5309,3865,638
anyon,34762,19392,11731
frat,511,166,228
research,1969,1259,422
unforgett,806,682,73
lane,1443,726,438
dw,325,244,30
lextrieur,114,86,10
piquant,235,188,15
driven,2210,1432,450
meetup,394,267,52
previous,4351,2038,1525
naja,194,52,85
stave,103,66,18
monthur,130,96,12
oppos,3007,1685,546
delciou,206,174,13
placeservic,135,78,30
ramen,31972,20284,4911
tamal,5532,3813,910
seafood,43698,29026,7066
jake,535,400,78
astound,642,426,145
bargain,2537,1809,269
vodka,7257,4753,1303
rendezv,189,141,18
silli,2503,1432,562
jidori,150,123,14
ini,448,258,98
ritzi,115,76,16
gloopi,102,29,52
birdi,117,83,10
ji,151,97,19
hinder,180,105,34
vegasand,114,94,12
lifter,328,259,20
homei,386,252,79
remiss,167,143,10
rambo,113,71,32
pepita,164,133,14
fanni,217,169,20
stick,25149,12110,7252
gow,997,524,227
pino,302,189,75
cocacola,319,220,39
east,13439,9707,1880
arepa,2553,2061,185
piggi,509,388,53
beau,874,597,96
intersect,709,457,93
energ,210,184,12
mingl,724,509,99
versucht,123,44,59
wnschen,169,66,66
seed,4624,3230,705
sel,209,136,29
schlielich,137,51,50
standbi,792,552,95
radler,114,61,25
anniversari,7483,5678,1126
wingstop,310,174,92
whiski,1136,892,107
brasil,131,92,23
refin,1323,936,159
lavosh,293,222,28
condition,315,124,137
bon,4936,3559,443
florist,111,56,31
honest,10939,5512,3011
poetic,101,75,15
herd,335,135,131
fenc,923,519,138
foodal,108,66,23
weera,117,80,16
medium,32523,17555,8712
rocco,484,325,112
tucson,937,700,137
ran,10191,4262,4137
difficult,12531,6764,3079
ambianc,37852,26695,4560
missouri,120,83,28
roku,402,273,69
leistung,187,98,53
assiett,570,352,90
stripmal,298,228,32
check,112314,58721,35047
unfil,134,47,55
fi,180,119,32
lowli,105,58,30
emperor,185,96,63
welltrain,119,84,20
arsen,134,102,17
buss,1055,369,483
afar,147,89,28
nextdoor,142,81,37
karahi,271,175,49
encrust,500,345,85
authentisch,237,193,22
jumper,590,267,217
vertic,288,162,71
egal,231,152,49
trendier,137,82,15
caviar,1989,1535,181
unconvent,222,171,19
excelent,131,124,1
yummyth,352,283,16
msg,2971,1323,993
bear,3606,2364,688
lendroit,703,485,45
realist,558,313,130
vegetari,103,73,14
monti,508,368,78
excit,32444,14971,10627
rechnung,361,95,178
lcbo,183,108,32
sansotei,400,232,58
napl,331,257,35
opposit,3059,1507,985
palett,1828,1267,245
jo,524,411,44
dabei,601,375,129
coldest,175,114,37
whatsoev,2927,764,1742
alma,322,211,76
asham,1184,411,698
dilling,116,88,10
servicebut,133,48,45
ofcours,188,127,39
voll,1039,657,220
essen,9720,5511,2395
cheez,329,188,72
repeat,8223,3570,3425
houlihan,123,54,42
ri,293,219,46
id,79096,42135,17210
doi,320,204,51
endors,334,200,88
profil,1989,1199,415
thatso,134,62,40
furnish,752,480,121
rotten,1107,109,883
refund,4898,348,4301
creep,688,328,198
osso,1206,887,147
intox,895,466,303
fragrant,1043,816,71
hardboil,214,132,30
italso,199,146,31
superb,9867,8829,359
chapel,284,192,46
ala,4039,2058,1146
pastur,102,58,26
eventhough,176,93,53
chz,138,89,27
brewpub,385,225,78
socal,1411,825,352
croissant,8392,6150,1005
wrinkl,220,70,94
youll,611,438,87
kefta,267,172,46
gem,19607,18503,455
jamai,456,281,103
aptli,240,171,34
ichiza,638,456,63
sister,13570,8147,3270
timeth,1443,893,260
vic,513,360,79
saniti,117,63,43
lanc,102,74,16
zeigt,111,68,27
agre,17406,8889,5162
mileston,605,263,202
q,1548,1144,229
gentrif,104,70,20
wren,206,90,64
takeaway,1551,1010,243
starsthi,224,115,35
inconsist,4049,1139,1513
infect,146,32,100
repriev,116,77,19
stiff,1352,688,372
cubicl,104,51,23
scotland,609,487,49
hunch,162,78,48
semifreddo,128,98,12
attempt,8765,2543,4705
skin,9900,5687,2166
alltim,541,479,28
jam,7901,5607,998
tenni,334,211,71
duce,211,150,33
screen,6931,4207,1317
barqu,222,138,31
counterpart,567,349,83
touch,21130,13446,4174
raid,112,46,39
arriba,300,133,118
ricardo,282,199,42
jambon,168,117,29
sting,365,211,95
savior,138,88,30
smash,3276,1985,659
wirklich,2690,1604,537
appet,90341,54969,19606
arizonan,123,81,28
brig,152,46,59
von,6187,3617,1448
nitrogen,202,148,22
chardonnay,1015,668,186
friday,34029,20642,7314
much,225990,119780,58221
inlaw,885,549,214
fava,261,199,24
pitta,107,70,14
burner,418,227,119
ander,1453,640,487
linger,1879,1149,386
enchillada,119,76,27
ciabatta,1531,1103,176
lifestyl,476,352,62
raven,557,367,103
sonoran,967,752,94
celiac,946,640,234
boardgam,116,81,10
fume,408,170,163
walker,356,200,97
ceremoni,457,320,72
overload,1793,1035,346
squishi,475,226,160
morph,116,71,26
worldwid,127,90,25
galleri,714,531,75
wineb,131,107,10
honor,3376,1338,1624
gnge,135,103,10
appt,125,68,47
restaru,127,65,38
accuraci,285,112,115
attach,3037,1700,813
moron,455,105,305
mojito,4794,3291,662
molecular,217,163,29
neglect,1525,567,692
max,2884,1822,581
trio,4470,3136,590
guidelin,171,61,87
vendor,1469,877,337
port,2308,1619,331
iranian,251,178,29
mgmt,202,61,103
supermarket,1912,820,698
greenland,211,156,22
dissapoint,2446,1067,987
theyr,41021,25798,8113
munch,1853,1273,276
zweimal,131,57,44
releas,547,318,149
skimp,3785,2515,661
incompar,169,142,21
reserv,59041,34750,15477
bright,9979,6277,1790
addon,880,545,142
grinder,619,415,96
bannock,232,166,18
shortbread,395,326,34
defeat,590,251,214
war,17049,8432,4826
salvador,129,103,14
collar,993,705,161
pong,1387,948,228
nekter,147,98,27
naga,125,86,21
aftermath,101,49,29
goodi,6038,4526,591
dolma,386,284,35
tortelli,118,93,11
restraint,354,233,68
quip,163,107,26
safeway,424,142,214
artist,2585,1959,316
restaurantthi,126,73,34
hear,23544,11565,7490
cajun,7521,5070,1116
dirtiest,160,14,128
affection,109,77,14
holiday,6318,3803,1439
salad,222408,139052,44689
screech,144,60,63
herei,1488,877,389
biaggio,264,234,21
undersid,101,33,44
destini,247,136,59
glori,1040,686,191
logo,935,561,181
specif,10418,5105,3341
groupon,12368,5245,4926
wabo,173,82,66
seen,26708,14536,7827
begun,263,138,83
flavorwis,158,78,26
nestl,1353,1075,94
prickli,667,515,60
reclaim,241,170,28
freshsqueez,162,122,18
thirdli,139,63,52
komplett,285,96,124
gre,187,114,41
accoutr,396,281,47
carlsbad,151,99,28
kneip,155,101,25
preisleistung,178,113,26
readymad,110,64,26
sorri,22307,6449,12869
attendr,127,57,31
patronag,562,229,267
hwi,477,289,103
staf,3063,1115,1344
syndrom,128,63,37
unawar,532,211,229
mussten,456,156,186
wed,17498,10270,4633
fra,254,184,40
gothi,104,71,15
scarf,1183,787,197
isl,369,207,95
ontop,186,95,58
meth,1389,764,322
fettuccini,514,313,120
filthi,2692,217,2200
now,39191,23406,9780
boden,191,96,68
okayth,314,96,111
condesa,117,92,11
buis,124,50,64
rellano,263,162,53
lighter,3170,2215,364
blech,428,66,283
restaurateur,228,138,64
messini,140,79,35
bake,30455,21083,4715
defiantli,2213,1860,178
allison,201,147,30
camera,979,462,408
fritti,285,169,61
confess,685,502,81
miller,997,526,273
arnold,634,468,90
phyllo,417,306,36
humili,280,34,225
ber,1599,911,410
grandson,459,273,139
der,25760,14603,6198
rain,2546,1447,620
mann,384,230,78
kitchi,186,115,33
gentrifi,119,74,19
had,58186,43377,8863
deciph,244,138,61
conveyor,853,457,200
reciev,745,248,375
abroad,254,199,27
smatter,328,178,78
bloodi,10029,6786,1763
confetti,171,125,23
replac,9624,3698,4300
sevich,220,163,26
vagu,776,329,290
fowl,266,179,57
mehrfach,127,63,39
lather,178,103,43
price,282467,169417,56694
ruhig,185,135,14
berrascht,189,148,23
catrin,117,51,36
disguis,509,187,230
system,8023,3667,2707
dafr,1048,507,315
tisch,3353,1686,967
boti,121,77,18
unlv,1114,801,124
snooz,698,482,118
fantasticth,381,329,15
better,202644,93430,64062
angeboten,398,239,76
ore,141,77,39
abut,101,57,23
soir,960,640,90
taken,22142,11023,7727
tall,3514,2073,805
fatcat,190,104,35
frothi,250,177,34
souvenir,736,518,85
somewhat,14036,6948,3173
montag,147,99,18
carnegi,579,332,124
forti,606,181,310
salari,131,62,53
dot,988,660,179
cu,705,487,129
peculiar,317,160,81
cheek,2295,1700,261
pitstop,101,78,8
fooddrink,677,360,192
reddish,207,109,62
inbetween,362,199,78
non,7085,3733,2115
curat,217,183,18
facial,400,172,163
polynesian,168,114,25
happyi,177,138,19
bartend,44081,23561,14227
arrivedth,125,55,38
deadli,260,172,47
overboard,502,340,64
rainforest,347,130,135
zwischen,510,312,108
stacey,151,103,32
newbi,1000,714,126
endlich,299,150,102
dunk,775,522,144
itself,6950,4260,1310
empfehlenswert,538,435,58
earl,3341,2535,315
vielen,530,363,86
palak,648,441,104
oh,49457,31059,12397
yummier,144,99,16
swarm,406,185,130
pester,153,65,56
oclock,803,408,278
messag,2784,956,1447
marben,134,73,36
sever,52339,29456,14665
quiessenc,115,74,24
schade,611,172,249
osteria,187,117,40
chatim,606,369,94
internet,1891,948,616
dt,518,322,93
way,174552,91109,51714
pbr,955,605,174
tacosi,139,97,26
tapatio,199,115,44
gesagt,351,117,143
horton,607,259,218
vinegar,7100,4083,1618
object,964,405,328
adob,291,208,32
seep,303,151,95
chorro,106,60,31
po,2577,1538,636
friendsfamili,201,148,34
perfum,296,148,96
takara,120,74,21
toi,354,219,71
menschen,146,86,38
snack,12599,8601,1522
philadelphia,935,631,164
eck,299,164,74
label,2807,1453,802
porchetta,708,542,70
wristband,256,131,77
avion,178,97,46
ong,129,88,12
elia,104,95,7
cornbread,5318,3563,805
bs,1554,640,724
auswahl,1178,857,133
tastless,122,11,101
lassi,1560,1094,221
aucun,298,116,117
turon,120,80,15
cabin,487,328,67
funk,336,217,74
spectat,101,71,13
cheer,5803,4431,620
saltiest,150,16,111
philippin,422,271,80
pillow,1366,958,223
bestand,231,111,74
midmeal,105,57,28
lumpia,788,488,146
flexibl,875,607,137
babycak,126,108,9
isit,125,73,33
insgesamt,488,264,107
och,103,53,19
tick,838,327,347
cauliflow,4874,3563,573
pointless,391,114,189
classiqu,426,310,23
casual,21845,16769,1565
tactic,279,94,134
toooveral,165,99,18
call,88648,37652,38967
nightcap,169,124,19
gene,149,108,13
hart,178,72,69
macchees,492,331,72
them,55318,29190,16625
beansth,111,68,21
wha,111,56,37
yike,1093,301,544
entfernt,130,67,39
lovin,227,185,15
foyer,268,156,62
crimin,329,104,192
sleek,1058,763,97
fiori,137,103,17
sicili,207,149,35
pasta,55513,33611,11615
lacklustr,306,61,154
leo,260,191,38
growler,629,482,81
offmenu,250,211,9
pickerel,106,68,11
luke,2434,595,1392
brag,1535,547,614
dane,591,376,98
tatum,224,138,62
camel,308,177,103
guter,556,403,67
grossest,102,13,80
thoroughli,6452,4804,966
prettiest,263,207,20
againif,137,70,52
bella,852,598,151
disori,103,47,38
ferment,636,403,129
mitten,243,179,30
sich,6176,3575,1414
viel,2893,1456,777
croqu,1376,1016,150
finei,157,61,53
outward,108,63,20
tue,515,339,93
chalki,226,76,110
penang,453,323,52
golfer,272,199,50
estrella,127,74,36
interven,112,33,65
wet,5659,2321,2290
bittersweet,161,115,21
sai,473,266,102
rustler,103,50,33
board,11146,7319,2002
bomba,216,146,28
berteuert,120,32,67
regal,244,158,43
fand,489,260,110
genug,223,112,67
chang,57416,28876,18389
jiga,111,73,11
mealit,158,101,23
beg,2052,901,845
kat,416,328,41
drizzl,5083,3668,602
jerusalem,217,162,19
wochenend,220,152,35
product,11041,6150,3166
sticki,9401,5320,2508
castl,1568,896,344
plenti,39298,27286,5332
placea,206,140,36
cabernet,1048,742,147
schmecken,324,200,67
knowledg,17858,14790,1493
radicchio,188,138,26
wok,2158,1226,529
sushith,206,109,39
disrespect,1713,145,1460
lollipop,973,738,124
loaf,2624,1719,488
tooservic,147,105,13
themi,696,379,194
tunnel,257,152,56
towner,771,582,90
washroom,3252,1600,891
salti,35920,15931,11042
unsuspect,267,137,97
simmer,619,418,98
db,515,263,161
jazzi,186,149,13
pancit,581,335,144
yoji,117,101,4
gnudi,196,158,13
plancha,116,87,6
enfin,143,105,16
nando,550,283,152
honey,15481,10756,2154
dickey,314,131,120
cantones,2149,1313,345
fluoresc,280,129,84
donald,546,270,212
paperwork,156,45,92
edit,1246,681,338
goodwil,253,144,62
caplanski,181,103,36
bartenderserv,309,188,88
toler,2597,1152,968
drunken,3782,2642,505
slider,13107,8232,2345
fluffiest,132,116,3
oc,427,299,61
hillbilli,108,52,28
gratuiti,3520,777,2096
talent,2090,1571,286
schedul,2582,1378,824
carv,2730,1647,499
rather,38256,15566,13105
tablei,458,240,110
skinni,3297,1978,701
wie,4271,2427,1021
japan,3649,2729,448
inspector,323,51,246
jai,3159,2030,421
